id,google_id,lat,lon,maps,url,hours,name,type,display_type,description,time_zone,country,zip,state,city,address1,address2,created_at,ai_summary,ai_score,ai_indicators,ai_updated_at
19b8a986-a0d2-4437-9263-05572cf6c66b,ChIJqaIAgUmPOIgRrErEr7QQ0xI,39.9520568,-82.99842939999999,https://maps.google.com/?cid=1356446280997685932&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,https://locations.chipotle.com/oh/columbus/488-s-high-st?utm_source=google&utm_medium=yext&utm_campaign=yext_listings,"['Monday: 10:45\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 10:45\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 10:45\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 10:45\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 10:45\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 10:45\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 10:45\u202fAM\u2009–\u200911:00\u202fPM']",Chipotle Mexican Grill,Restaurant,Mexican Restaurant,"Fast-food chain offering Mexican fare, including design-your-own burritos, tacos & bowls.",America/New_York,US,43215,Ohio,Columbus,488 S High St,,2025-07-07T02:03:10.051+00:00,"Chipotle Mexican Grill at 488 S High St in Columbus, OH offers customizable Mexican fare in a fast‑casual setting. The location has a wheelchair‑accessible entrance and parking lot, and accommodates service animals. While the restaurant’s digital platforms are designed for accessibility, the physical accessibility of this specific site may vary, so contacting the venue to confirm details is advisable.",80,"[{'exists': True, 'indicator': 'Wheelchair Accessible Entrance'}, {'exists': True, 'indicator': 'Wheelchair Accessible Parking Lot'}, {'exists': True, 'indicator': 'Service Animal Accommodation'}]",2026-02-21T23:21:24.059+00:00
4cf9b176-f639-4bbb-94fb-784d1550deb3,ChIJ50ENxN-JOIgR16YmFEnNVR8,39.9484972,-82.9828879,https://maps.google.com/?cid=2257936501950555863&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,https://www.plankscafe.com/,"['Monday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200910:30\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200910:30\u202fPM', 'Sunday: 12:00\u2009–\u20098:00\u202fPM']",Plank's Cafe & Pizzeria,Restaurant,Pizza Restaurant,"Simple venue since 1939 serving up sandwiches, appetizers & pizzas, plus daily homemade specials.",America/New_York,US,43206-1464,Ohio,Columbus,743 Parsons Ave,,2025-07-12T12:18:44.386+00:00,"Plank's Cafe & Pizzeria in Columbus, Ohio, has been serving sandwiches, appetizers, and pizzas since 1939. The restaurant is wheelchair accessible, offers free parking, and provides complimentary Wi‑Fi for guests. It operates with extended hours throughout the week, making it convenient for diners. The venue is family‑friendly and maintains a historic, community‑focused atmosphere.",80,"[{'exists': True, 'indicator': 'Wheelchair Accessible'}, {'exists': True, 'indicator': 'Free Parking'}, {'exists': True, 'indicator': 'Wi-Fi Available'}]",2026-02-19T23:41:37.858+00:00
249b56a2-d989-45de-a02f-1b0a5b368a67,ChIJJexly4qzQYgR_MXAgSe0SUI,39.1329219,-84.51495039999999,https://maps.google.com/?cid=4776546961576740348&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,https://www.uc.edu/?utm_source=gmb&utm_medium=organic,[],University of Cincinnati,University,University,Longstanding research school known for its sports & healthcare programs plus modern architecture.,America/New_York,US,45221,Ohio,Cincinnati,2600 Clifton Ave,,2025-07-17T00:20:37.858+00:00,,,,
d0f231c4-affd-45be-8175-947107c65283,ChIJ7xuXaR9OOogR3Zq1DL922SU,41.5317146,-82.8003026,https://maps.google.com/?cid=2727341612273605341&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,http://www.hiwaybait.com/,"['Monday: 5:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 5:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 5:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 5:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 5:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 5:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 5:00\u202fAM\u2009–\u20099:00\u202fPM']",Hi Way Bait & Tackle,Store,Store,,America/New_York,US,43440,Ohio,Lakeside Marblehead,7006 E Harbor Rd,,2025-07-17T04:03:52.284+00:00,,,,
853d4baa-409b-46ed-b14a-f307cedbc5d8,ChIJBeICQgBnOIgRfojzpWfx1vk,40.0588973,-82.76899519999999,https://maps.google.com/?cid=18002841987928262782&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Google NBY,Other,Other,,America/New_York,US,43054,Ohio,New Albany,1101 Beech Rd SW,,2025-07-18T19:36:17.61+00:00,,,,
1c1efb0b-4df4-4b01-ae2b-32b65520f96c,ChIJp8cRNQ-NOIgR2gBdTK243Pc,40.06081,-83.0402984,https://maps.google.com/?cid=17860353276694560986&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,https://www.microcenter.com/site/stores/columbus.aspx?storeid=141,"['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20096:00\u202fPM']",Micro Center,Store,Electronics Store,"Retail chain with a vast stock of computers & parts, plus software, gaming supplies & electronics.",America/New_York,US,43214-1901,Ohio,Columbus,747 Bethel Rd,,2025-07-18T19:41:43.49+00:00,,,,
9e60fbe2-12bf-490c-aa48-7a68ad9fb176,ChIJsU30zM1qkFQRbnOm1_LBoG0,47.614039999999996,-122.32809999999999,https://maps.google.com/?cid=7899526995152106350&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,https://www.starbucksreserve.com/locations/seattle-roastery,"['Monday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u200910:00\u202fPM']",Starbucks Reserve Roastery,Restaurant,Coffee Shop,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.",America/Los_Angeles,US,98101,Washington,Seattle,1124 Pike St,,2025-07-18T19:40:39.474+00:00,"Starbucks Reserve Roastery in Seattle offers signature roasts, light bites, and Wi‑Fi in a wheelchair‑accessible environment. The location features an ADA‑compliant main entrance and restroom, a step‑free entrance, and an accessible dining area with low‑height tables. These design elements support a range of mobility needs and enhance overall accessibility.",88,"[{'exists': True, 'indicator': 'Wheelchair Accessible'}, {'exists': True, 'indicator': 'ADA Compliant Entrance'}, {'exists': True, 'indicator': 'ADA Compliant Restroom'}, {'exists': True, 'indicator': 'Step Free Entrance'}, {'exists': True, 'indicator': 'Accessible Dining Area'}, {'exists': True, 'indicator': 'Low Dining Tables'}]",2026-02-11T10:43:55.122+00:00
c66cbd30-ef79-4d4f-b0b0-70c6560e12e5,ChIJfREvhDHGxokRZTo_so1ub2w,39.954702999999995,-75.16849619999999,https://maps.google.com/?cid=7813585433371032165&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,http://www.themarketandshopsatcomcastcenter.com/,[],Comcast Center,Mall,Building,,America/New_York,US,19103,Pennsylvania,Philadelphia,1701 John F Kennedy Blvd,,2025-07-18T19:41:29.73+00:00,,,,
cf80d226-623b-4542-8fc2-9f9964db72ae,ChIJv-KnK2EyjoARNKKPryOUD3s,37.2922264,-121.83121639999999,https://maps.google.com/?cid=8867469072305988148&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,http://andrewphill.esuhsd.org/,[],Andrew P. Hill High School,School,High school,,America/Los_Angeles,US,95111-1332,California,San Jose,3200 Senter Rd,,2025-07-17T01:21:57.073+00:00,"Andrew P. Hill High School in San Jose, California serves a diverse student body and follows an Access and Inclusion Policy that aligns with the Americans with Disabilities Act. The school provides auxiliary aids such as interpreters, assistive listening devices, notetakers, and large‑print or Braille materials. Campus facilities have been renovated to improve accessibility, including wheelchair‑friendly entrances. While specific feature details are limited, the institution’s commitment to inclusive education suggests moderate overall accessibility.",60,[],2026-02-21T20:27:47.607+00:00
ddc78474-04b0-4986-aeab-e0212a1010bb,ChIJVwUX3-HKj4AR8swYQ7MYdXk,37.326149,-121.943462,https://maps.google.com/?cid=8751928609068338418&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,https://storelocations.ae.com/us/ca/santa-clara/00516-2855-stevens-creek-blvd.html,"['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20099:00\u202fPM']",American Eagle,Store,Clothing Store,"Chain selling trendy casualwear, shoes, accessories & loungewear for guys & girls.",America/Los_Angeles,US,95050,California,Santa Clara,2855 Stevens Creek Blvd #2479,,2025-07-21T04:09:13.554+00:00,"American Eagle at Westfield Valley Fair in Santa Clara, California, offers trendy casualwear, shoes, accessories, and loungewear for guys and girls. The store operates daily from 10 AM to 9 PM. Online resources indicate the location provides a wheelchair‑accessible entrance, but no specific information was found about other accessibility features such as parking, braille signage, or auditory assistance. Overall, the store shows some basic accessibility compliance but lacks comprehensive accommodations.",45,"[{'exists': True, 'indicator': 'Wheelchair Accessible Entrance'}]",2026-02-28T23:23:05.197+00:00
153afb3f-214d-4332-8a1f-d806e0160bff,ChIJrZXRDpBo14kR0_qOCsMZeYs,43.361481999999995,-76.652868,https://maps.google.com/?cid=10050092368940432083&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,http://www.sterlingfestival.com/,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: Closed', 'Saturday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20097:00\u202fPM']",Sterling Renaissance Festival,Venue,Performing Arts Theater,,America/New_York,US,13156-3275,New York,Sterling,15385 Farden Rd,,2025-07-20T11:24:52.354+00:00,"The Sterling Renaissance Festival is held in a natural, outdoor setting spanning over 35 acres. The venue provides disabled accessible parking and handicapped accessible restrooms. Wheelchairs and motorized wheelchairs are permitted, though uneven terrain can be challenging, especially in wet conditions. Strollers are recommended for families, but not all areas are stroller‑accessible.",60,"[{'exists': True, 'indicator': 'Accessible Parking'}, {'exists': True, 'indicator': 'Handicapped Accessible Restrooms'}, {'exists': True, 'indicator': 'Wheelchair Accessibility'}, {'exists': True, 'indicator': 'Service Animal Allowance'}, {'exists': False, 'indicator': 'Stroller Accessibility'}]",2026-03-04T16:55:46.076+00:00
719adba7-64fa-4637-ba68-b4190dc81a4d,ChIJs5-qh0au3IARMR1yR98LBRA,33.9737055,-117.3280644,https://maps.google.com/?cid=1154341933094673713&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,http://www.ucr.edu/,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","University of California, Riverside",University,University,This inland campus of the public research school is known for engineering & education.,America/Los_Angeles,US,92521,California,Riverside,900 University Ave,,2025-07-26T05:36:26.39+00:00,"The University of California, Riverside (UCR) prioritizes accessibility, offering a wheelchair-accessible campus, a dedicated Student Disability Resource Center (SDRC), and digital accessibility features in line with WCAG 2.1 AA standards. The SDRC provides services for students with permanent and temporary disabilities, including assistive technologies, accessible documents, and accommodations for academic and campus life. UCR's commitment to accessibility extends to its digital platforms, ensuring equal access to information for all students.",82,"[{'exists': True, 'indicator': 'Wheelchair Accessibility'}, {'exists': True, 'indicator': 'Disability Resource Center'}, {'exists': True, 'indicator': 'Assistive Technologies'}, {'exists': True, 'indicator': 'Digital Accessibility'}, {'exists': True, 'indicator': 'Accessible Documents'}, {'exists': True, 'indicator': 'Screen Readers'}, {'exists': True, 'indicator': 'Text To Speech'}]",2026-03-09T11:53:39.3+00:00
4d7645d5-6e69-4655-9410-bea2a19dcf0c,ChIJ70AxJAcKlVQRde9D82gpfSU,45.5226507,-122.67304449999999,https://maps.google.com/?cid=2701360882226818933&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,https://www.voodoodoughnut.com/,"['Monday: 6:00\u202fAM\u2009–\u20093:00\u202fAM', 'Tuesday: 6:00\u202fAM\u2009–\u20093:00\u202fAM', 'Wednesday: 6:00\u202fAM\u2009–\u20093:00\u202fAM', 'Thursday: 6:00\u202fAM\u2009–\u20093:00\u202fAM', 'Friday: 6:00\u202fAM\u2009–\u20093:00\u202fAM', 'Saturday: 6:00\u202fAM\u2009–\u20093:00\u202fAM', 'Sunday: 6:00\u202fAM\u2009–\u20093:00\u202fAM']",Voodoo Doughnut,Restaurant,Donut Shop,"This counter-serve bakeshop serves creative donuts in colorful, quirky environs.",America/Los_Angeles,US,97204,Oregon,Portland,22 SW 3rd Ave,,2025-07-21T04:08:04.852+00:00,"Voodoo Doughnut in Portland offers a colorful, quirky setting and is wheelchair accessible, with nearby parking for visitors with mobility needs. The counter‑serve layout allows easy navigation for patrons using mobility devices. Positive mentions in reviews highlight the inclusive environment. The shop’s commitment to accessibility is reflected in its public statements.",80,"[{'exists': True, 'indicator': 'Wheelchair Accessible'}, {'exists': True, 'indicator': 'Parking Available'}]",2026-02-11T10:44:34.173+00:00
